precision,recall,threshold
0.036001265422334706,1.0,0.00039863546809030436
0.03600354340673247,1.0,0.00039884878406420905
0.03600582167942796,1.0,0.00039986885289811525
0.03600810024047589,1.0,0.0004004725486789958
0.036010379089931016,1.0,0.00040144951818149333
0.036012658227848104,1.0,0.0004039890693931571
0.03601493765428192,1.0,0.00040617840171820497
0.03601721736928725,1.0,0.0004063764825656339
0.03601949737291891,1.0,0.0004067254508265532
0.0360217776652317,1.0,0.0004079138984081255
0.036024058246280466,1.0,0.0004081674515680972
0.03602633911612005,1.0,0.00040857482402289276
0.036028620274805294,1.0,0.000408848563724771
0.03603090172239108,1.0,0.0004098551275054681
0.036033183458932305,1.0,0.00041096870159922793
0.03603546548448385,1.0,0.0004125621703306956
0.03603774779910064,1.0,0.00041538010405015773
0.0360400304028376,1.0,0.0004157830867463427
0.03604231329574967,1.0,0.00041838665972890484
0.0360445964778918,1.0,0.0004209633750799374
0.036046879949318975,1.0,0.0004234662799674515
0.036049163710086166,1.0,0.00042382668688876915
0.03605144776024837,1.0,0.00042416077543684373
0.036053732099860604,1.0,0.0004242670273367845
0.03605601672897789,1.0,0.00042458474962639436
0.03605830164765526,1.0,0.00042830797719731325
0.03606058685594778,1.0,0.00042916732961544956
0.03606287235391051,1.0,0.000431055561996103
0.03606515814159853,1.0,0.0004317480014794184
0.036067444219066935,1.0,0.0004327042589956203
0.03606973058637084,1.0,0.00043278849182451127
0.03607201724356536,1.0,0.0004339648399711325
0.03607430419070563,1.0,0.00043530845908349477
0.03607659142784682,1.0,0.0004363635077123851
0.036078878955044066,1.0,0.0004369666894847565
0.03608116677235257,1.0,0.0004370080343971914
0.03608345487982751,1.0,0.0004386778245267457
0.0360857432775241,1.0,0.0004402801082925009
0.036088031965497556,1.0,0.00044089599340051426
0.03609032094380312,1.0,0.0004415561637511185
0.03609261021249604,1.0,0.0004416457074785271
0.036094899771631564,1.0,0.00044238244197714266
0.036097189621264986,1.0,0.0004424742591647712
0.03609947976145159,1.0,0.0004433587569581925
0.03610177019224668,1.0,0.00044372782376913455
0.036104060913705584,1.0,0.00044556726483366727
0.03610635192588362,1.0,0.00044605394255600007
0.03610864322883615,1.0,0.0004463323941029533
0.03611093482261852,1.0,0.00044713967999047884
0.03611322670728611,1.0,0.00044739340275999786
0.03611551888289432,1.0,0.000447690008857942
0.03611781134949854,1.0,0.0004478478521986764
0.036120104107154195,1.0,0.00045106497163834036
0.03612239715591671,1.0,0.000451185323545046
0.036124690495841535,1.0,0.00045144001478474456
0.036126984126984125,1.0,0.0004519117873843826
0.036129278049399964,1.0,0.00045356599754586764
0.03613157226314453,1.0,0.0004562206592531893
0.03613386676827332,1.0,0.00045639870433028523
0.03613616156484187,1.0,0.0004576187190728811
0.03613845665290569,1.0,0.00045818344289342514
0.036140752032520325,1.0,0.0004582705975821416
0.03614304770374135,1.0,0.00045835907678486615
0.036145343666624315,1.0,0.0004593923329238187
0.03614763992122483,1.0,0.00046068586183911
0.036149936467598474,1.0,0.0004609208571116563
0.03615223330580088,1.0,0.000461292876977138
0.03615453043588766,1.0,0.00046237586794043974
0.03615682785791447,1.0,0.00046246201901538065
0.036159125571936956,1.0,0.0004635415489154181
0.036161423578010804,1.0,0.0004659534492726553
0.036163721876191685,1.0,0.00046610306324846576
0.03616602046653531,1.0,0.00046632008874614096
0.03616831934909738,1.0,0.0004666697593106588
0.036170618523933634,1.0,0.0004669822312864324
0.03617291799109981,1.0,0.0004674259637669581
0.03617521775065166,1.0,0.0004691017260827595
0.036177517802644964,1.0,0.0004692616481636369
0.0361798181471355,1.0,0.00046953853310494797
0.03618211878417907,1.0,0.0004717604014398459
0.036184419713831475,1.0,0.0004718319556770166
0.03618672093614856,1.0,0.0004721401649122074
0.03618902245118616,1.0,0.00047233490060350815
0.036191324259000124,1.0,0.0004728807542429431
0.03619362635964633,1.0,0.00047329292570114
0.03619592875318066,1.0,0.0004733217089043417
0.03619823143965901,1.0,0.00047478382967783067
0.036200534419137294,1.0,0.0004756475878192099
0.03620283769167144,1.0,0.00047831554157605244
0.036205141257317386,1.0,0.00047894246950532356
0.03620744511613108,1.0,0.0004791635473212119
0.036209749268168515,1.0,0.00047936442061482143
0.03621205371348565,1.0,0.00048039760385775013
0.036214358452138495,1.0,0.0004804970511312612
0.03621666348418306,1.0,0.00048054095714738707
0.036218968809675366,1.0,0.0004818993344127833
0.036221274428671464,1.0,0.00048239692626999577
0.0362235803412274,1.0,0.0004833026327883641
0.03622588654739925,1.0,0.00048361528488921406
0.03622819304724309,1.0,0.0004843803431492678
0.03623049984081503,1.0,0.000488100752537827
0.036232806928171164,1.0,0.0004888594638554458
0.036235114309367634,1.0,0.0004903999184289367
0.03623742198446058,1.0,0.000490753204308984
0.03623972995350615,1.0,0.0004910337224661834
0.03624203821656051,1.0,0.0004912738014423198
0.03624434677367985,1.0,0.0004927182682065342
0.036246655624920375,1.0,0.0004938069670282188
0.03624896477033828,1.0,0.0004939722942735208
0.0362512742099898,1.0,0.0004941682393703497
0.03625358394393119,1.0,0.0004951973394873659
0.036255893972218685,1.0,0.0004960510106878799
0.03625820429490856,1.0,0.000496123859701179
0.0362605149120571,1.0,0.0004964596944361811
0.036262825823720604,1.0,0.0004967176842264999
0.03626513702995539,1.0,0.0004969625037448096
0.03626744853081777,1.0,0.0004976422940866137
0.0362697603263641,1.0,0.0004980287126937004
0.03627207241665073,1.0,0.000498828690504984
0.03627438480173403,1.0,0.000498857555089484
0.03627669748167039,1.0,0.0004989217069654308
0.03627901045651619,1.0,0.0004992281058553551
0.03628132372632787,1.0,0.0004992976171497854
0.03628363729116184,1.0,0.0004995964032622977
0.036285951151074546,1.0,0.0004998520598705618
0.03628826530612245,1.0,0.0005002546019279477
0.03629057975636201,1.0,0.0005003601502987981
0.03629289450184973,1.0,0.0005013187992068599
0.036295209542642086,1.0,0.0005014848634745162
0.03629752487879561,1.0,0.000502249197457278
0.036299840510366825,1.0,0.0005026252295542552
0.036302156437412275,1.0,0.0005037704461287139
0.03630447265998851,1.0,0.000503831711090645
0.03630678917815212,1.0,0.000504395272518651
0.03630910599195967,1.0,0.0005056852766259324
0.036311423101467774,1.0,0.0005060406432771437
0.03631374050673304,1.0,0.0005070585723793359
0.0363160582078121,1.0,0.0005081484577137989
0.0363183762047616,1.0,0.0005085857097162188
0.036320694497638195,1.0,0.000508633500054547
0.036323013086498566,1.0,0.0005086855471725941
0.03632533197139939,1.0,0.0005098012007687695
0.03632765115239737,1.0,0.0005113118847686351
0.03632997062954923,1.0,0.0005120139199723731
0.03633229040291169,1.0,0.0005122219325022872
0.03633461047254151,1.0,0.0005126332422506998
0.036336930838495436,1.0,0.0005128655486181382
0.03633925150083025,1.0,0.000513127576703277
0.03634157245960273,1.0,0.0005133961258145142
0.0363438937148697,1.0,0.0005151805898670476
0.03634621526668796,1.0,0.0005174081870090399
0.03634853711511435,1.0,0.0005184102946260301
0.03635085926020571,1.0,0.0005191895491656451
0.036353181702018914,1.0,0.000519725957398052
0.03635550444061082,1.0,0.0005203641439914156
0.036357827476038336,1.0,0.0005209116605442745
0.03636015080835836,1.0,0.0005215375891434911
0.036362474437627815,1.0,0.0005220021004678122
0.036364798363903626,1.0,0.000522535294719483
0.03636712258724275,1.0,0.0005242228278772386
0.03636944710770214,1.0,0.0005242337859654194
0.03637177192533879,1.0,0.0005248848272036742
0.03637409704020968,1.0,0.0005250280893671537
0.03637642245237182,1.0,0.0005250599320158045
0.03637874816188223,1.0,0.0005253289840759528
0.036381074168797954,1.0,0.000525571815608845
0.036383400473176036,1.0,0.0005257190859527952
0.03638572707507354,1.0,0.0005273143020470235
0.03638805397454755,1.0,0.0005306228604151107
0.036390381171655155,1.0,0.0005325347174743454
0.03639270866645347,1.0,0.0005332460010003459
0.036395036458999615,1.0,0.0005347886479053161
0.03639736454935073,1.0,0.0005348559953218673
0.03639969293756397,1.0,0.0005360217489035834
0.036402021623696504,1.0,0.0005375327731239016
0.0364043506078055,1.0,0.0005378792891040454
0.036406679889948175,1.0,0.0005380414044288237
0.036409009470181726,1.0,0.0005386519371275876
0.03641133934856338,1.0,0.0005392708461000492
0.03641366952515039,1.0,0.0005395867761172451
0.036416,1.0,0.0005398026707623161
0.036418330773169486,1.0,0.0005401899545957439
0.03642066184471612,1.0,0.0005412169240948204
0.03642299321469722,1.0,0.0005422111047850536
0.036425324883170095,1.0,0.0005429189104065859
0.03642765685019206,1.0,0.0005436388447477111
0.036429989115820474,1.0,0.0005437495405556959
0.03643232168011269,1.0,0.0005443084769962508
0.03643465454312608,1.0,0.000545497697981315
0.03643698770491803,1.0,0.0005457770996477815
0.03643932116554595,1.0,0.0005468535303368938
0.03644165492506725,1.0,0.0005471598377889401
0.03644398898353936,1.0,0.0005492281886192098
0.03644632334101973,1.0,0.0005492410539856656
0.03644865799756582,1.0,0.0005497443860205726
0.0364509929532351,1.0,0.0005497655944322244
0.03645332820808508,1.0,0.0005502723057795381
0.03645566376217325,1.0,0.0005504445604831471
0.036457999615557124,1.0,0.000552666211608304
0.036460335768294244,1.0,0.0005536563951043826
0.036462672220442166,1.0,0.0005549237806028454
0.03646500897205845,1.0,0.0005553670193992539
0.03646734602320067,1.0,0.0005555338360389986
0.03646968337392642,1.0,0.0005556254236877042
0.03647202102429332,1.0,0.0005565832825459858
0.036474358974358974,1.0,0.0005566227824470969
0.03647669722418104,1.0,0.000557360100066205
0.036479035773817156,1.0,0.000558158855051958
0.036481374623325,1.0,0.0005607617707828347
0.036483713772762244,1.0,0.0005609285225699008
0.0364860532221866,1.0,0.0005622482311068941
0.036488392971655764,1.0,0.0005632941115490165
0.036490733021227476,1.0,0.0005634266926944734
0.036493073370959465,1.0,0.0005640174738354074
0.0364954140209095,1.0,0.0005644361230591263
0.036497754971135346,1.0,0.0005649074978127059
0.03650009622169478,1.0,0.0005650182614760254
0.03650243777264563,1.0,0.0005678889161268737
0.03650477962404568,1.0,0.000568605944131
0.03650712177595278,1.0,0.000568683298560477
0.03650946422842477,1.0,0.0005688400561015215
0.036511806981519505,1.0,0.0005690683397039063
0.03651415003529487,1.0,0.0005692565667551155
0.03651649338980875,1.0,0.0005696679952263956
0.03651883704511905,1.0,0.0005708965419891179
0.036521181001283695,1.0,0.0005714674405670169
0.03652352525836061,1.0,0.0005718844116430506
0.036525869816407756,1.0,0.0005724228292403382
0.03652821467548308,1.0,0.0005729457589099795
0.03653055983564458,1.0,0.0005757263848550535
0.03653290529695024,1.0,0.0005763417480149702
0.03653525105945807,1.0,0.0005770364209804726
0.036537597123226094,1.0,0.0005776755841504211
0.036539943488312354,1.0,0.0005788881507260791
0.0365422901547749,1.0,0.0005809327502222031
0.03654463712267181,1.0,0.0005811357269961196
0.036546984392061145,1.0,0.0005814220325716367
0.03654933196300103,1.0,0.0005827433786403873
0.03655167983554956,1.0,0.0005849482975732825
0.03655402800976487,1.0,0.0005863061957965664
0.03655637648570511,1.0,0.0005863484020663958
0.036558725263428425,1.0,0.0005864957158685398
0.036561074342992994,1.0,0.0005865293923405468
0.03656342372445701,1.0,0.0005866494681733498
0.03656577340787867,1.0,0.0005867219996223391
0.03656812339331619,1.0,0.000587417269808032
0.03657047368082782,1.0,0.0005878608635247935
0.03657282427047178,1.0,0.0005882571190573794
0.03657517516230636,1.0,0.000588268355845249
0.03657752635638982,1.0,0.0005887185417500624
0.036579877852780454,1.0,0.0005900241081977789
0.03658222965153658,1.0,0.000590428502347709
0.03658458175271652,1.0,0.0005912436156139373
0.0365869341563786,1.0,0.0005921719419128262
0.036589286862581186,1.0,0.0005931117720605821
0.036591639871382635,1.0,0.0005938669316494741
0.03659399318284134,1.0,0.0005942345160097346
0.03659634679701569,1.0,0.0005953418279303711
0.03659870071396411,1.0,0.0005955533713058643
0.03660105493374501,1.0,0.000595856544854218
0.03660340945641685,1.0,0.0005964740529719287
0.036605764282038086,1.0,0.0005975721199340614
0.03660811941066718,1.0,0.000598549618519757
0.03661047484236263,1.0,0.0005985589786054349
0.03661283057718293,1.0,0.0005985939135282842
0.03661518661518662,1.0,0.000600643642199229
0.0366175429564322,1.0,0.0006014893261445287
0.036619899600978244,1.0,0.0006031662127627415
0.03662225654888331,1.0,0.0006044335289843774
0.03662461380020597,1.0,0.0006047102599970295
0.036626971355004825,1.0,0.0006077702070236807
0.03662932921333848,1.0,0.0006083943445236078
0.036631687375265565,1.0,0.0006084986943453997
0.03663404584084471,1.0,0.0006090170629175456
0.03663640461013457,1.0,0.000609288672415288
0.03663876368319382,1.0,0.0006094109175953463
0.03664112306008114,1.0,0.0006113586720030445
0.03664348274085523,1.0,0.0006116461520254034
0.036645842725574806,1.0,0.0006116971601541253
0.036648203014298594,1.0,0.0006123757878358879
0.036650563607085344,1.0,0.000613398509614331
0.036652924503993815,1.0,0.0006140244129456269
0.03665528570508278,1.0,0.0006140812346674897
0.03665764721041103,1.0,0.0006143820031373911
0.03666000902003737,1.0,0.0006145492314393459
0.03666237113402062,1.0,0.0006151313965415236
0.036664733552419615,1.0,0.0006155303085507195
0.03666709627529321,1.0,0.0006156109690964099
0.03666945930270026,1.0,0.0006189578139573295
0.03667182263469967,1.0,0.0006193662839861224
0.03667418627135031,1.0,0.0006200589428338944
0.0366765502127111,1.0,0.0006205591873689481
0.03667891445884097,1.0,0.0006207800019087095
0.03668127900979887,1.0,0.0006208595865565312
0.03668364386564374,1.0,0.0006208724466869018
0.03668600902643456,1.0,0.0006213168112715832
0.036688374492230315,1.0,0.0006213415128579434
0.03669074026309002,1.0,0.0006215767853923582
0.036693106339072676,1.0,0.0006222557477817591
0.03669547272023733,1.0,0.0006226638556310599
0.03669783940664302,1.0,0.0006229319625629959
0.03670020639834881,1.0,0.0006240093259926799
0.03670257369541379,1.0,0.0006243101783710468
0.036704941297897045,1.0,0.0006245248894690528
0.036707309205857686,1.0,0.0006252162382731935
0.03670967741935484,1.0,0.000625985500832351
0.036712045938447645,1.0,0.0006262378577393504
0.03671441476319525,1.0,0.0006262989107558204
0.03671678389365684,1.0,0.0006268615731187733
0.036719153329891584,1.0,0.0006271255487032503
0.036721523071958695,1.0,0.000627448675186518
0.03672389311991739,1.0,0.0006282978934980123
0.03672626347382689,1.0,0.000628787324979722
0.03672863413374645,1.0,0.0006294417711662531
0.03673100509973533,1.0,0.0006294995032973092
0.03673337637185281,1.0,0.0006295273451032046
0.036735747950158174,1.0,0.0006302564966275617
0.036738119834710745,1.0,0.0006304822550624302
0.03674049202556983,1.0,0.0006309487204135397
0.03674286452279478,1.0,0.0006318938800086092
0.03674523732644495,1.0,0.0006324375279979297
0.036747610436579696,1.0,0.0006336368875234041
0.036749983853258415,1.0,0.0006336453525082691
0.036752357576540495,1.0,0.0006354304291381253
0.03675473160648537,1.0,0.0006359942883020553
0.03675710594315246,1.0,0.0006363551213886982
0.0367594805866012,1.0,0.0006374118227723443
0.03676185553689107,1.0,0.0006380575041344293
0.03676423079408154,1.0,0.0006382074214501939
0.036766606358232104,1.0,0.0006394685960908118
0.03676898222940226,1.0,0.0006401074919472435
0.03677135840765154,1.0,0.000640580529114802
0.036773734893039485,1.0,0.0006411258832105113
0.03677611168562565,1.0,0.0006414196389221291
0.03677848878546959,1.0,0.0006435437439637584
0.0367808661926309,1.0,0.0006451284605801064
0.03678324390716918,1.0,0.0006457360874014305
0.03678562192914404,1.0,0.0006475050811820716
0.03678800025861512,1.0,0.0006487474227404706
0.03679037889564205,1.0,0.0006489930229809947
0.03679275784028451,1.0,0.0006490774710732788
0.036795137092602175,1.0,0.0006491267584168884
0.036797516652654724,1.0,0.0006500956829972948
0.036799896520501876,1.0,0.0006501256488023322
0.036802276696203354,1.0,0.0006504560038447553
0.036804657179818887,1.0,0.0006510582832236215
0.03680703797140824,1.0,0.0006515017637505551
0.036809419071031184,1.0,0.000652583723146284
0.03681180047874749,1.0,0.0006539928508035286
0.036814182194616976,1.0,0.0006544029741579879
0.03681656421869945,1.0,0.0006546855943988425
0.03681894655105474,1.0,0.0006558971441542344
0.036821329191742705,1.0,0.0006560084618448177
0.036823712140823195,1.0,0.0006568057283062599
0.036826095398356094,1.0,0.0006575992056121486
0.03682847896440129,1.0,0.000657711572582013
0.03683086283901871,1.0,0.0006579883982359236
0.036833247022268256,1.0,0.0006589648845745206
0.03683563151420988,1.0,0.000658996608194223
0.036838016314903535,1.0,0.0006592039888450447
0.0368404014244092,1.0,0.0006598309834145575
0.03684278684278684,1.0,0.0006608314168391355
0.036845172570096486,1.0,0.0006617668960005734
0.036847558606398136,1.0,0.0006625670258598829
0.03684994495175183,1.0,0.0006634493421521845
0.03685233160621762,1.0,0.0006636315641449529
0.03685471856985556,1.0,0.0006640511569220325
0.036857105842725744,1.0,0.0006649959018789977
0.03685949342488826,1.0,0.0006650530727271351
0.036861881316403215,1.0,0.0006653609514543505
0.03686426951733074,1.0,0.0006686715130955713
0.03686665802773098,1.0,0.0006687623927233727
0.036869046847664094,1.0,0.0006688426937982369
0.03687143597719025,1.0,0.0006692304132519941
0.036873825416369646,1.0,0.0006693548184950554
0.036876215165262474,1.0,0.0006695865273234042
0.03687860522392897,1.0,0.0006708917341137935
0.03688099559242935,1.0,0.0006709112675166981
0.03688338627082388,1.0,0.0006726017698602807
0.036885777259172824,1.0,0.0006732380610650952
0.03688816855753647,1.0,0.0006732993610853271
0.036890560165975105,1.0,0.0006733662330697627
0.03689295208454905,1.0,0.0006739150879264124
0.03689534431331864,1.0,0.0006750386980254325
0.0368977368523442,1.0,0.0006755992382472872
0.03690012970168612,1.0,0.0006762403045836675
0.03690252286140476,1.0,0.0006780938144194429
0.03690491633156051,1.0,0.0006787968367247498
0.03690731011221379,1.0,0.0006791702078031853
0.036909704203425014,1.0,0.0006800492842727495
0.03691209860525462,1.0,0.0006829376013519348
0.03691449331776307,1.0,0.0006830104920990653
0.03691688834101083,1.0,0.0006842422130665303
0.036919283675058395,1.0,0.0006846983415528524
0.03692167931996626,1.0,0.0006850386962733931
0.036924075275794936,1.0,0.0006853156362314087
0.03692647154260497,1.0,0.0006857357222020452
0.036928868120456905,1.0,0.0006860292133684324
0.03693126500941131,1.0,0.0006860727604979752
0.036933662209528755,1.0,0.0006862835039876252
0.03693605972086985,1.0,0.0006868868768967677
0.036938457543495194,1.0,0.0006870606324105391
0.036940855677465426,1.0,0.0006870768705800853
0.03694325412284119,1.0,0.0006873867445110281
0.036945652879683134,1.0,0.0006874615731765675
0.036948051948051945,1.0,0.0006874651899644338
0.03695045132800831,1.0,0.0006875256054593111
0.03695285101961294,1.0,0.0006894824763066125
0.036955251022926544,1.0,0.0006895682765940522
0.03695765133800987,1.0,0.0006898597215774138
0.036960051964923676,1.0,0.0006900260579664752
0.036962452903728724,1.0,0.0006921894417977454
0.036964854154485804,1.0,0.0006922936054403985
0.03696725571725572,1.0,0.0006923864215792066
0.036969657592099275,1.0,0.0006929176134720663
0.036972059779077325,1.0,0.0006945801791061736
0.0369744622782507,1.0,0.000694611853164564
0.03697686508968027,1.0,0.0006952035893728072
0.03697926821342692,1.0,0.0006954164173872084
0.03698167164955154,1.0,0.0006965649709127465
0.036984075398115046,1.0,0.000698086360454902
0.036986479459178365,1.0,0.0006988983250018012
0.036988883832802445,1.0,0.0006994331825715118
0.03699128851904824,1.0,0.000701339938803679
0.036993693517976725,1.0,0.0007013874618409823
0.036996098829648896,1.0,0.0007034434017978503
0.03699850445412576,1.0,0.0007035777624558926
0.03700091039146833,1.0,0.0007036228039154163
0.03700331664173766,1.0,0.000704045783695982
0.037005723204994796,1.0,0.0007040973842388067
0.037008130081300813,1.0,0.0007042777891418399
